Name,Phone Number,Email,Credit Score,Age Group,Family Background,Income,Comments,Occupation,Lead Intent
User6116,+91-4888388855,user6116@yahoo.com,487,36–50,Married,734163,not interested,Software Engineer,0
User6117,+91-5856396577,user6117@yahoo.com,355,26–35,Married,317189,need more info,Sales Executive,1
User6118,+91-5612411522,user6118@gmail.com,846,36–50,Single,748552,interested,Business Owner,1
User6119,+91-2625334840,user6119@outlook.com,411,18–25,Married with Kids,280046,interested,Teacher,1
User6120,+91-4522337051,user6120@yahoo.com,609,18–25,Married,472335,interested,Sales Executive,1
User6121,+91-4229733329,user6121@gmail.com,335,18–25,Married,279815,urgent,Lawyer,1
User6122,+91-4474208330,user6122@test.com,738,51+,Married,572671,price too high,Retired,0
User6123,+91-9769174770,user6123@test.com,624,36–50,Single,990148,urgent,Student,0
User6124,+91-8332385593,user6124@gmail.com,606,51+,Single,301107,price too high,Student,1
User6125,+91-6861564870,user6125@yahoo.com,833,26–35,Single,680609,interested,Teacher,1
User6126,+91-7499409367,user6126@outlook.com,408,36–50,Married,475926,not interested,AccountantCivil Engineer,1
User6127,+91-1100142578,user6127@test.com,671,18–25,Married,209398,follow up next week,Teacher,0
User6128,+91-7677069754,user6128@test.com,656,26–35,Married,421117,need more info,Doctor,1
User6129,+91-8181522084,user6129@yahoo.com,480,26–35,Married,676702,not interested,Student,0
User6130,+91-1119716128,user6130@gmail.com,655,36–50,Married,518818,not interested,AccountantCivil Engineer,0
User6131,+91-7046830382,user6131@test.com,367,18–25,Single,348749,call me now,Lawyer,0
User6132,+91-5518623791,user6132@yahoo.com,591,51+,Married,391836,price too high,AccountantCivil Engineer,1
User6133,+91-9472247808,user6133@outlook.com,480,36–50,Married with Kids,468102,need more info,Student,1
User6134,+91-9001408742,user6134@test.com,765,18–25,Married,410894,not urgent,Business Owner,1
User6135,+91-1529267121,user6135@test.com,733,26–35,Single,514976,budget approved,Sales Executive,0
User6136,+91-3140267585,user6136@test.com,763,36–50,Married,430600,need more info,Teacher,0
User6137,+91-5752656882,user6137@yahoo.com,833,26–35,Married with Kids,910517,urgent,AccountantCivil Engineer,1
User6138,+91-7618116947,user6138@gmail.com,365,18–25,Married,385069,interested,Retired,0
User6139,+91-2892721387,user6139@outlook.com,320,51+,Married with Kids,892047,budget approved,Retired,0
User6140,+91-9684796379,user6140@gmail.com,683,51+,Married with Kids,923515,call me now,Retired,0
User6141,+91-0868587559,user6141@outlook.com,338,26–35,Single,614004,,Doctor,1
User6142,+91-1028900375,user6142@outlook.com,584,26–35,Married with Kids,472908,follow up next week,Retired,1
User6143,+91-4070756087,user6143@gmail.com,635,26–35,Married,561535,not urgent,Retired,0
User6144,+91-2124443408,user6144@yahoo.com,487,36–50,Married with Kids,633893,,AccountantCivil Engineer,0
User6145,+91-8142817488,user6145@test.com,542,18–25,Married,997525,price too high,Sales Executive,1
User6146,+91-0314834042,user6146@yahoo.com,372,26–35,Married,931040,not interested,Business Owner,0
User6147,+91-1897073271,user6147@test.com,778,26–35,Married,490932,follow up next week,Sales Executive,0
User6148,+91-2958464738,user6148@yahoo.com,400,26–35,Married,119192,not interested,AccountantCivil Engineer,0
User6149,+91-1857721032,user6149@outlook.com,813,51+,Single,937762,,Software Engineer,0
User6150,+91-8486069287,user6150@test.com,475,26–35,Married,328464,interested,Lawyer,0
User6151,+91-5496266000,user6151@outlook.com,537,18–25,Single,412093,not interested,Student,0
User6152,+91-0314068190,user6152@test.com,358,51+,Married with Kids,168382,need more info,Student,0
User6153,+91-2036945696,user6153@yahoo.com,398,18–25,Married,723521,urgent,Sales Executive,1
User6154,+91-1597100675,user6154@outlook.com,794,51+,Married with Kids,530802,budget approved,Doctor,0
User6155,+91-2498287561,user6155@yahoo.com,813,51+,Single,152243,budget approved,Student,0
User6156,+91-7699406710,user6156@gmail.com,596,36–50,Married,462710,not interested,Business Owner,1
User6157,+91-6172523234,user6157@outlook.com,510,51+,Married,420762,need more info,Retired,1
User6158,+91-5757214864,user6158@outlook.com,422,51+,Single,238621,call me now,Doctor,0
User6159,+91-0284689879,user6159@test.com,528,18–25,Married with Kids,152494,urgent,Sales Executive,0
User6160,+91-6798856818,user6160@outlook.com,687,18–25,Single,843333,need more info,Software Engineer,0
User6161,+91-3547493182,user6161@yahoo.com,439,26–35,Married with Kids,386102,not interested,Student,1
User6162,+91-4817026784,user6162@yahoo.com,840,36–50,Married with Kids,320851,not urgent,Teacher,0
User6163,+91-0075613032,user6163@outlook.com,690,51+,Married with Kids,600929,price too high,AccountantCivil Engineer,0
User6164,+91-9046577359,user6164@outlook.com,569,36–50,Married,207960,call me now,Sales Executive,1
User6165,+91-7690621252,user6165@test.com,311,26–35,Single,202478,urgent,Lawyer,1
User6166,+91-2770177149,user6166@yahoo.com,688,36–50,Married,622419,budget approved,Retired,0
User6167,+91-0497605976,user6167@gmail.com,636,51+,Single,530754,price too high,Doctor,1
User6168,+91-2634793907,user6168@test.com,805,18–25,Married with Kids,105833,not interested,Teacher,1
User6169,+91-5220384054,user6169@test.com,405,36–50,Married,516602,budget approved,Doctor,0
User6170,+91-3447455795,user6170@test.com,331,51+,Married,348053,need more info,AccountantCivil Engineer,0
User6171,+91-1097465658,user6171@test.com,373,26–35,Married,199341,call me now,Software Engineer,1
User6172,+91-8869599170,user6172@outlook.com,470,51+,Married with Kids,827138,not interested,Lawyer,0
User6173,+91-7141748682,user6173@test.com,368,36–50,Single,718528,need more info,Software Engineer,0
User6174,+91-0992668307,user6174@yahoo.com,661,51+,Married with Kids,994387,call me now,Retired,1
User6175,+91-0525862842,user6175@gmail.com,732,51+,Married,518048,not urgent,Doctor,0
User6176,+91-3724646827,user6176@gmail.com,399,36–50,Married,308929,interested,Teacher,1
User6177,+91-4062887490,user6177@gmail.com,308,36–50,Married with Kids,270002,need more info,AccountantCivil Engineer,0
User6178,+91-4432231168,user6178@gmail.com,328,26–35,Married,263479,not urgent,Software Engineer,0
User6179,+91-7006905744,user6179@yahoo.com,413,51+,Married,890505,not interested,Business Owner,1
User6180,+91-8855806784,user6180@outlook.com,761,18–25,Single,904099,not urgent,Retired,0
User6181,+91-1569375342,user6181@outlook.com,442,36–50,Single,509251,need more info,Software Engineer,1
User6182,+91-8669379351,user6182@gmail.com,689,51+,Single,106732,not interested,Student,1
User6183,+91-7191653619,user6183@gmail.com,456,18–25,Single,417241,not urgent,Student,0
User6184,+91-4820682973,user6184@yahoo.com,634,18–25,Single,103487,not interested,Business Owner,1
User6185,+91-1196186714,user6185@yahoo.com,559,51+,Single,331560,budget approved,Lawyer,1
User6186,+91-7550565613,user6186@outlook.com,381,51+,Married,944134,budget approved,Business Owner,0
User6187,+91-1318085366,user6187@outlook.com,740,51+,Married,882031,follow up next week,Teacher,0
User6188,+91-7252104963,user6188@gmail.com,471,18–25,Single,457105,,Sales Executive,1
User6189,+91-2414164148,user6189@yahoo.com,530,51+,Married with Kids,605410,,AccountantCivil Engineer,1
User6190,+91-2762159710,user6190@test.com,374,36–50,Single,709395,not interested,AccountantCivil Engineer,0
User6191,+91-1040474058,user6191@yahoo.com,569,18–25,Married,207721,,Student,0
User6192,+91-0414844644,user6192@outlook.com,361,36–50,Married with Kids,433175,need more info,Software Engineer,1
User6193,+91-2813658461,user6193@test.com,619,36–50,Married with Kids,446361,not urgent,Student,1
User6194,+91-4065707063,user6194@yahoo.com,401,51+,Married with Kids,376925,follow up next week,Lawyer,1
User6195,+91-6015717093,user6195@outlook.com,728,36–50,Married,926297,,Sales Executive,0
User6196,+91-6922744012,user6196@outlook.com,554,51+,Married with Kids,632757,not interested,Sales Executive,1
User6197,+91-1098743107,user6197@outlook.com,831,18–25,Married,407311,urgent,Software Engineer,1
User6198,+91-7534072283,user6198@gmail.com,411,36–50,Married,880226,call me now,Student,1
User6199,+91-8730984827,user6199@outlook.com,612,51+,Single,312810,,Lawyer,1
User6200,+91-3702715475,user6200@yahoo.com,760,26–35,Married,906360,call me now,Retired,0
User6201,+91-2604929043,user6201@test.com,761,51+,Married with Kids,307593,call me now,Business Owner,0
User6202,+91-0282595663,user6202@gmail.com,391,26–35,Married,401743,,Lawyer,0
User6203,+91-7811981201,user6203@gmail.com,351,51+,Married,509991,,Software Engineer,1
User6204,+91-8600836617,user6204@gmail.com,819,26–35,Single,428648,need more info,Retired,1
User6205,+91-2535660222,user6205@outlook.com,397,36–50,Single,569134,urgent,Sales Executive,1
User6206,+91-7582381633,user6206@outlook.com,535,26–35,Married,170687,call me now,Sales Executive,0
User6207,+91-6263206328,user6207@test.com,673,36–50,Married,520020,follow up next week,Software Engineer,0
User6208,+91-2353512417,user6208@yahoo.com,533,36–50,Married,995554,not urgent,AccountantCivil Engineer,0
User6209,+91-7787963483,user6209@outlook.com,331,51+,Single,787619,urgent,Lawyer,1
User6210,+91-1045493486,user6210@gmail.com,588,36–50,Single,881085,budget approved,Software Engineer,0
User6211,+91-9921424474,user6211@test.com,841,18–25,Married with Kids,710572,call me now,Business Owner,1
User6212,+91-8117118020,user6212@outlook.com,413,26–35,Married with Kids,185227,price too high,Lawyer,0
User6213,+91-0487220129,user6213@yahoo.com,503,51+,Married with Kids,197556,follow up next week,Doctor,1
User6214,+91-4094124772,user6214@gmail.com,328,36–50,Married with Kids,667848,call me now,Teacher,0
User6215,+91-1020571682,user6215@outlook.com,773,26–35,Single,389400,budget approved,Student,1
User6216,+91-7603372632,user6216@gmail.com,552,26–35,Single,630413,not interested,AccountantCivil Engineer,0
User6217,+91-3210430435,user6217@gmail.com,685,18–25,Married,628658,urgent,Retired,1
User6218,+91-6073728277,user6218@outlook.com,361,26–35,Married with Kids,104838,urgent,AccountantCivil Engineer,0
User6219,+91-8015786104,user6219@yahoo.com,814,51+,Married,214479,price too high,Software Engineer,1
User6220,+91-6549879509,user6220@outlook.com,729,51+,Married,157429,budget approved,AccountantCivil Engineer,0
User6221,+91-2504661506,user6221@gmail.com,836,36–50,Single,866355,,AccountantCivil Engineer,0
User6222,+91-3073167959,user6222@outlook.com,440,36–50,Married,667487,not interested,Student,1
User6223,+91-3836684624,user6223@yahoo.com,599,51+,Married,701380,need more info,Sales Executive,1
User6224,+91-2297840804,user6224@gmail.com,610,26–35,Single,487069,interested,AccountantCivil Engineer,0
User6225,+91-2212518326,user6225@outlook.com,770,26–35,Single,789182,urgent,Student,1
User6226,+91-9976504081,user6226@outlook.com,692,18–25,Single,848873,budget approved,Software Engineer,0
User6227,+91-4410140941,user6227@outlook.com,744,36–50,Single,906545,call me now,AccountantCivil Engineer,1
User6228,+91-7376337468,user6228@yahoo.com,471,26–35,Married with Kids,818954,urgent,Doctor,0
User6229,+91-9657373383,user6229@yahoo.com,330,26–35,Married with Kids,720390,budget approved,AccountantCivil Engineer,1
User6230,+91-2587882376,user6230@outlook.com,346,36–50,Married with Kids,364813,price too high,Doctor,1
User6231,+91-2644758999,user6231@outlook.com,429,51+,Married,280499,budget approved,Lawyer,0
User6232,+91-2666796479,user6232@gmail.com,651,26–35,Married with Kids,574833,not interested,Retired,0
User6233,+91-2409603913,user6233@outlook.com,357,18–25,Single,768298,call me now,Teacher,0
User6234,+91-8559944215,user6234@gmail.com,405,26–35,Married with Kids,498933,not interested,Software Engineer,1
User6235,+91-6238717165,user6235@outlook.com,629,26–35,Single,964250,not interested,Lawyer,0
User6236,+91-8386346296,user6236@outlook.com,682,18–25,Married with Kids,819935,budget approved,Student,1
User6237,+91-4535926389,user6237@test.com,461,51+,Married with Kids,704025,price too high,AccountantCivil Engineer,0
User6238,+91-6705949913,user6238@test.com,585,18–25,Single,124406,interested,Retired,0
User6239,+91-7832649633,user6239@test.com,370,18–25,Single,615904,not urgent,Doctor,0
User6240,+91-0078055066,user6240@gmail.com,753,36–50,Married,327894,not urgent,Retired,1
User6241,+91-5525082904,user6241@yahoo.com,696,26–35,Married,112873,not urgent,Software Engineer,1
User6242,+91-8072718301,user6242@test.com,814,51+,Married,225812,budget approved,Teacher,1
User6243,+91-8956142327,user6243@outlook.com,325,26–35,Married with Kids,968480,not interested,Retired,0
User6244,+91-9991487697,user6244@gmail.com,612,51+,Married with Kids,647749,follow up next week,Retired,0
User6245,+91-2530670484,user6245@gmail.com,425,18–25,Single,513926,interested,AccountantCivil Engineer,0
User6246,+91-7372926275,user6246@outlook.com,707,36–50,Single,113448,,Lawyer,0
User6247,+91-4221507068,user6247@test.com,497,18–25,Married,639486,need more info,Retired,0
User6248,+91-5835845309,user6248@outlook.com,487,26–35,Single,697446,,Teacher,1
User6249,+91-1274055626,user6249@gmail.com,783,36–50,Married with Kids,599600,budget approved,Doctor,0
User6250,+91-7768414410,user6250@yahoo.com,749,36–50,Single,561154,urgent,Student,0
User6251,+91-6214136846,user6251@gmail.com,822,26–35,Single,325075,,Software Engineer,0
User6252,+91-4534498114,user6252@gmail.com,653,51+,Single,266033,call me now,Teacher,1
User6253,+91-9214460695,user6253@gmail.com,399,36–50,Single,798367,urgent,AccountantCivil Engineer,1
User6254,+91-1153667116,user6254@yahoo.com,577,51+,Single,165470,interested,Business Owner,1
User6255,+91-8248206617,user6255@gmail.com,790,51+,Married,283328,not urgent,Retired,0
User6256,+91-6129431734,user6256@outlook.com,554,51+,Married,645027,urgent,Doctor,1
User6257,+91-2571101992,user6257@gmail.com,680,36–50,Married with Kids,970486,follow up next week,Lawyer,0
User6258,+91-6824594971,user6258@yahoo.com,841,18–25,Married,420330,urgent,Software Engineer,0
User6259,+91-4536890367,user6259@gmail.com,563,36–50,Single,126547,not urgent,Software Engineer,0
User6260,+91-1220355814,user6260@test.com,628,18–25,Married,194472,price too high,Software Engineer,1
User6261,+91-4245499232,user6261@test.com,414,36–50,Married with Kids,972255,budget approved,Lawyer,0
User6262,+91-8679301122,user6262@gmail.com,575,18–25,Married,611517,call me now,Retired,0
User6263,+91-5415822052,user6263@outlook.com,787,18–25,Married with Kids,206887,interested,Student,0
User6264,+91-8510933123,user6264@outlook.com,580,36–50,Married with Kids,806791,interested,Lawyer,1
User6265,+91-8689212700,user6265@yahoo.com,574,51+,Married with Kids,833771,need more info,Student,1
User6266,+91-9955224046,user6266@yahoo.com,627,51+,Single,897118,price too high,Business Owner,1
User6267,+91-3995645193,user6267@outlook.com,510,18–25,Married with Kids,248608,budget approved,Sales Executive,1
User6268,+91-2732059840,user6268@yahoo.com,325,26–35,Married,396206,not interested,Teacher,0
User6269,+91-3802437173,user6269@test.com,326,26–35,Married,934648,budget approved,Doctor,0
User6270,+91-7158008486,user6270@yahoo.com,382,36–50,Married,393797,call me now,Lawyer,1
User6271,+91-4368786868,user6271@gmail.com,712,36–50,Married with Kids,645961,not interested,Business Owner,0
User6272,+91-7833680033,user6272@outlook.com,466,36–50,Married with Kids,241439,budget approved,Student,1
User6273,+91-0382954789,user6273@outlook.com,468,26–35,Single,119629,,Student,0
User6274,+91-8664519657,user6274@yahoo.com,528,51+,Married with Kids,745044,not urgent,Lawyer,0
User6275,+91-2042450190,user6275@outlook.com,666,36–50,Married,735929,follow up next week,Retired,0
User6276,+91-7113367737,user6276@outlook.com,827,36–50,Single,565406,not urgent,Student,1
User6277,+91-8539340057,user6277@gmail.com,837,51+,Married,387207,follow up next week,AccountantCivil Engineer,1
User6278,+91-0612000246,user6278@test.com,823,18–25,Single,381466,urgent,Doctor,1
User6279,+91-1990578963,user6279@gmail.com,371,36–50,Married with Kids,839906,interested,Teacher,1
User6280,+91-8980983197,user6280@outlook.com,405,26–35,Single,608853,call me now,Retired,0
User6281,+91-8376832234,user6281@outlook.com,581,26–35,Married with Kids,899125,,Software Engineer,0
User6282,+91-7120299061,user6282@yahoo.com,432,36–50,Married with Kids,240313,budget approved,Business Owner,0
User6283,+91-1094776336,user6283@yahoo.com,833,26–35,Married,522994,,Business Owner,0
User6284,+91-1100978169,user6284@test.com,568,51+,Married with Kids,464523,,Software Engineer,1
User6285,+91-5411350767,user6285@gmail.com,711,18–25,Married with Kids,899083,price too high,Business Owner,1
User6286,+91-5590885353,user6286@test.com,317,18–25,Married with Kids,781326,follow up next week,Software Engineer,0
User6287,+91-0609787189,user6287@test.com,416,36–50,Married,895707,not interested,Teacher,0
User6288,+91-7168230850,user6288@gmail.com,443,36–50,Married with Kids,145606,need more info,Retired,1
User6289,+91-6673589315,user6289@outlook.com,850,18–25,Married,101658,follow up next week,Student,0
User6290,+91-8342618918,user6290@test.com,721,18–25,Single,325571,budget approved,Retired,0
User6291,+91-6486838958,user6291@gmail.com,668,36–50,Married,172468,follow up next week,Retired,1
User6292,+91-7133016767,user6292@outlook.com,349,26–35,Married,507464,not urgent,Lawyer,0
User6293,+91-4787820513,user6293@outlook.com,405,36–50,Married with Kids,517653,follow up next week,AccountantCivil Engineer,0
User6294,+91-4884609972,user6294@gmail.com,515,51+,Married,795087,follow up next week,Business Owner,1
User6295,+91-9193243120,user6295@yahoo.com,724,36–50,Single,249273,price too high,Sales Executive,0
User6296,+91-0941609488,user6296@outlook.com,371,36–50,Married,665438,call me now,Retired,0
User6297,+91-1989101126,user6297@yahoo.com,745,36–50,Married with Kids,870508,price too high,Teacher,1
User6298,+91-3284536514,user6298@test.com,485,36–50,Single,901431,interested,Student,1
User6299,+91-1584780485,user6299@outlook.com,369,36–50,Married with Kids,351775,need more info,Teacher,0
User6300,+91-6631684157,user6300@test.com,449,36–50,Married with Kids,368520,call me now,Teacher,0
User6301,+91-0775598929,user6301@test.com,545,26–35,Married,413817,budget approved,Doctor,0
User6302,+91-1227603646,user6302@gmail.com,837,36–50,Married with Kids,889908,call me now,Lawyer,1
User6303,+91-3098693534,user6303@test.com,398,18–25,Single,348465,budget approved,Sales Executive,0
User6304,+91-9889181039,user6304@yahoo.com,577,36–50,Single,956334,not urgent,Sales Executive,0
User6305,+91-8102273476,user6305@outlook.com,754,26–35,Single,607726,urgent,Teacher,0
User6306,+91-6110926161,user6306@yahoo.com,403,51+,Single,977701,price too high,Sales Executive,1
User6307,+91-8411007925,user6307@test.com,532,18–25,Married,833354,follow up next week,Student,1
User6308,+91-3422416536,user6308@gmail.com,693,36–50,Single,722619,not urgent,AccountantCivil Engineer,0
User6309,+91-5782564708,user6309@test.com,800,36–50,Married,513831,,Software Engineer,1
User6310,+91-3429913130,user6310@outlook.com,550,18–25,Married with Kids,635452,price too high,Student,0
User6311,+91-9109794994,user6311@test.com,820,36–50,Married with Kids,925748,follow up next week,Sales Executive,1
User6312,+91-7895880526,user6312@outlook.com,378,26–35,Married,823920,interested,Teacher,0
User6313,+91-8328977756,user6313@outlook.com,351,36–50,Married with Kids,260631,price too high,Business Owner,1
User6314,+91-4952823707,user6314@yahoo.com,525,51+,Married with Kids,425112,not urgent,Student,0
User6315,+91-0296783217,user6315@outlook.com,350,26–35,Single,297872,need more info,Teacher,0
User6316,+91-7516839668,user6316@outlook.com,485,36–50,Married with Kids,764407,,Software Engineer,0
User6317,+91-6217677273,user6317@outlook.com,333,51+,Married with Kids,538201,,Sales Executive,1
User6318,+91-7376163915,user6318@yahoo.com,430,18–25,Married,303195,interested,Sales Executive,1
User6319,+91-0802644168,user6319@gmail.com,742,26–35,Single,576387,follow up next week,Student,0
User6320,+91-3928931060,user6320@outlook.com,731,36–50,Married with Kids,604316,not interested,Business Owner,1
User6321,+91-6157124409,user6321@gmail.com,796,36–50,Married with Kids,759230,urgent,Student,1
User6322,+91-3207957471,user6322@gmail.com,702,18–25,Married,658382,need more info,AccountantCivil Engineer,1
User6323,+91-7526534081,user6323@gmail.com,622,18–25,Married with Kids,417473,interested,Teacher,0
User6324,+91-9250121969,user6324@outlook.com,509,26–35,Single,764577,follow up next week,AccountantCivil Engineer,1
User6325,+91-1729743285,user6325@gmail.com,628,26–35,Single,445282,need more info,Teacher,0
User6326,+91-0391422809,user6326@yahoo.com,671,26–35,Single,166141,not urgent,Retired,0
User6327,+91-6899427946,user6327@outlook.com,759,36–50,Married,253415,interested,AccountantCivil Engineer,0
User6328,+91-3931311435,user6328@yahoo.com,432,36–50,Single,752595,interested,Software Engineer,1
User6329,+91-9843952593,user6329@yahoo.com,420,26–35,Single,806182,not urgent,Retired,0
User6330,+91-8620281111,user6330@yahoo.com,751,36–50,Single,602009,need more info,AccountantCivil Engineer,0
User6331,+91-7553032709,user6331@gmail.com,428,18–25,Single,525305,budget approved,Software Engineer,0
User6332,+91-9050609066,user6332@test.com,390,51+,Single,546811,follow up next week,Retired,1
User6333,+91-5298030968,user6333@yahoo.com,328,36–50,Single,445341,follow up next week,Retired,0
User6334,+91-1406464012,user6334@gmail.com,823,26–35,Married,968750,need more info,Retired,0
User6335,+91-3250015183,user6335@outlook.com,632,36–50,Single,261101,,Sales Executive,0
User6336,+91-0847093365,user6336@gmail.com,596,18–25,Married with Kids,703311,follow up next week,Teacher,0
User6337,+91-1777136509,user6337@gmail.com,429,26–35,Married,544540,follow up next week,Business Owner,1
User6338,+91-3815125589,user6338@yahoo.com,592,51+,Married with Kids,938394,budget approved,Teacher,1
User6339,+91-8007286886,user6339@outlook.com,472,26–35,Married with Kids,475181,budget approved,Lawyer,1
User6340,+91-3828581180,user6340@yahoo.com,323,26–35,Single,794402,not urgent,Lawyer,1
User6341,+91-9013031006,user6341@outlook.com,398,26–35,Married with Kids,711889,need more info,Business Owner,1
User6342,+91-7647919235,user6342@gmail.com,705,36–50,Married with Kids,569596,,Sales Executive,0
User6343,+91-5642941922,user6343@gmail.com,655,51+,Married with Kids,184859,need more info,Business Owner,0
User6344,+91-5416057700,user6344@test.com,438,18–25,Single,715221,call me now,Sales Executive,0
User6345,+91-7109298893,user6345@test.com,802,36–50,Single,145957,,Software Engineer,0
User6346,+91-1662400722,user6346@test.com,473,51+,Single,969296,price too high,Lawyer,0
User6347,+91-7281612233,user6347@outlook.com,328,51+,Married,930171,price too high,Doctor,0
User6348,+91-7728192331,user6348@gmail.com,795,36–50,Single,400877,follow up next week,Business Owner,1
User6349,+91-3927083232,user6349@test.com,650,26–35,Single,669677,,Business Owner,0
User6350,+91-8740940251,user6350@yahoo.com,598,51+,Married with Kids,260787,call me now,Lawyer,1
User6351,+91-4875862932,user6351@gmail.com,491,18–25,Single,794476,call me now,Business Owner,0
User6352,+91-1500667609,user6352@test.com,363,36–50,Married with Kids,943354,urgent,Lawyer,0
User6353,+91-1818980281,user6353@gmail.com,514,51+,Single,549467,need more info,Retired,1
User6354,+91-1394016754,user6354@outlook.com,465,18–25,Single,117580,call me now,Doctor,1
User6355,+91-8822319917,user6355@test.com,842,18–25,Single,478044,budget approved,Teacher,0
User6356,+91-5132142169,user6356@gmail.com,531,18–25,Single,494039,not interested,AccountantCivil Engineer,0
User6357,+91-9543367172,user6357@outlook.com,840,18–25,Single,359073,interested,Retired,1
User6358,+91-2742438394,user6358@outlook.com,494,36–50,Single,323080,not interested,Doctor,0
User6359,+91-9280052252,user6359@yahoo.com,805,18–25,Single,893516,call me now,Software Engineer,1
User6360,+91-6794287639,user6360@gmail.com,633,36–50,Married with Kids,440135,not urgent,Retired,1
User6361,+91-4608481366,user6361@outlook.com,603,18–25,Married,503823,not interested,AccountantCivil Engineer,1
User6362,+91-7766034664,user6362@test.com,736,18–25,Married,706743,budget approved,Teacher,0
User6363,+91-1519389903,user6363@yahoo.com,622,36–50,Single,474684,not interested,Sales Executive,1
User6364,+91-2722186627,user6364@yahoo.com,801,26–35,Married,476684,budget approved,Doctor,1
User6365,+91-1746271680,user6365@test.com,692,51+,Married with Kids,877585,budget approved,Retired,1
User6366,+91-2206686123,user6366@outlook.com,448,51+,Married with Kids,767329,need more info,Doctor,1
User6367,+91-9192343843,user6367@outlook.com,704,36–50,Married with Kids,903765,need more info,Teacher,0
User6368,+91-7722668817,user6368@gmail.com,582,18–25,Married,570452,call me now,Doctor,0
User6369,+91-9357278706,user6369@outlook.com,661,36–50,Married,489326,not urgent,Sales Executive,1
User6370,+91-0438664155,user6370@gmail.com,678,18–25,Married,854207,,Doctor,1
User6371,+91-5575600597,user6371@outlook.com,497,36–50,Single,660956,price too high,Retired,1
User6372,+91-7254723192,user6372@test.com,655,51+,Married with Kids,898377,follow up next week,Retired,0
User6373,+91-4712796588,user6373@outlook.com,839,36–50,Married with Kids,726816,not interested,Retired,1
User6374,+91-1113027524,user6374@test.com,728,51+,Single,146526,urgent,Teacher,0
User6375,+91-2492919694,user6375@yahoo.com,316,51+,Married,672005,follow up next week,Business Owner,1
User6376,+91-5062838937,user6376@outlook.com,678,51+,Married with Kids,552642,urgent,Teacher,0
User6377,+91-0108907380,user6377@test.com,805,36–50,Married,856530,follow up next week,Software Engineer,0
User6378,+91-9153293369,user6378@gmail.com,375,26–35,Single,315238,not interested,AccountantCivil Engineer,0
User6379,+91-9752513443,user6379@outlook.com,530,36–50,Married,609740,follow up next week,Student,0
User6380,+91-3279509285,user6380@gmail.com,547,36–50,Single,337644,price too high,Doctor,0
User6381,+91-0319841787,user6381@yahoo.com,601,26–35,Married,452624,urgent,Business Owner,1
User6382,+91-9058309137,user6382@test.com,514,26–35,Single,582112,follow up next week,Sales Executive,1
User6383,+91-4999871162,user6383@test.com,457,51+,Married with Kids,833709,urgent,Software Engineer,1
User6384,+91-4809159393,user6384@outlook.com,368,18–25,Single,235673,,Business Owner,1
User6385,+91-5997148733,user6385@gmail.com,692,18–25,Married,899362,price too high,Doctor,1
User6386,+91-4468060673,user6386@test.com,384,51+,Married with Kids,628621,call me now,Lawyer,1
User6387,+91-7457430087,user6387@gmail.com,566,36–50,Married,826295,urgent,Teacher,1
User6388,+91-0184839450,user6388@gmail.com,368,18–25,Married,220384,interested,Software Engineer,0
User6389,+91-8834429262,user6389@yahoo.com,646,36–50,Single,117839,urgent,AccountantCivil Engineer,1
User6390,+91-9363769941,user6390@outlook.com,722,26–35,Single,937769,budget approved,Sales Executive,1
User6391,+91-9565884017,user6391@gmail.com,473,26–35,Married,533420,follow up next week,Teacher,0
User6392,+91-1688160485,user6392@gmail.com,414,51+,Single,120195,need more info,Sales Executive,1
User6393,+91-5430280833,user6393@test.com,519,36–50,Married,521064,urgent,Sales Executive,0
User6394,+91-8088253627,user6394@outlook.com,330,51+,Single,713517,call me now,Student,1
User6395,+91-5162995277,user6395@gmail.com,822,18–25,Single,999683,price too high,Student,0
User6396,+91-1796045791,user6396@test.com,642,18–25,Married,212265,,Sales Executive,1
User6397,+91-0354450331,user6397@outlook.com,676,18–25,Married with Kids,360775,,Business Owner,0
User6398,+91-8177627161,user6398@outlook.com,429,36–50,Single,271926,need more info,Lawyer,0
User6399,+91-2847696892,user6399@test.com,838,51+,Married,988418,follow up next week,AccountantCivil Engineer,0
User6400,+91-6936965372,user6400@outlook.com,301,51+,Married with Kids,413142,not urgent,Sales Executive,1
User6401,+91-1032454146,user6401@outlook.com,400,18–25,Single,298462,price too high,Sales Executive,1
User6402,+91-6021993070,user6402@gmail.com,832,51+,Single,393702,price too high,Doctor,0
User6403,+91-5697726321,user6403@yahoo.com,357,26–35,Married,889417,urgent,Retired,0
User6404,+91-5069533889,user6404@outlook.com,688,26–35,Single,948226,call me now,Lawyer,1
User6405,+91-7358627788,user6405@gmail.com,640,26–35,Married,143585,not interested,Student,1
User6406,+91-2609428613,user6406@test.com,319,26–35,Married,315886,,Lawyer,0
User6407,+91-4349539389,user6407@outlook.com,554,51+,Single,402408,not interested,Sales Executive,1
User6408,+91-9324899072,user6408@gmail.com,616,26–35,Married with Kids,526542,follow up next week,Software Engineer,1
User6409,+91-9324429069,user6409@outlook.com,337,26–35,Single,971248,,Teacher,1
User6410,+91-6421295292,user6410@outlook.com,836,26–35,Married with Kids,658310,need more info,Sales Executive,1
User6411,+91-7635886905,user6411@yahoo.com,685,26–35,Single,508883,need more info,Doctor,0
User6412,+91-4816653914,user6412@outlook.com,325,26–35,Married with Kids,642353,not urgent,Business Owner,0
